"Attrition_Flag","Customer_Age","Gender","Dependent_count","Education_Level","Marital_Status","Income_Category","Card_Category","Months_on_book","Total_Relationship_Count","Months_Inactive_12_mon","Contacts_Count_12_mon","Credit_Limit","Total_Revolving_Bal","Avg_Open_To_Buy","Total_Amt_Chng_Q4_Q1","Total_Trans_Amt","Total_Trans_Ct","Total_Ct_Chng_Q4_Q1","Avg_Utilization_Ratio"
"0",46,"F",3,"Graduate","Single","Less than $40K","Silver",39,4,3,2,12222,1260,10962,1.138,3418,78,0.733,0.103
"0",35,"M",2,"High School","Married","$40K - $60K","Blue",21,3,3,1,2967,1843,1124,0.681,1673,58,0.526,0.621
"0",43,"F",2,"High School","Married","Less than $40K","Blue",36,5,1,3,3761,2121,1640,0.694,4476,79,0.927,0.564
"0",50,"F",1,"Graduate","Single","$40K - $60K","Silver",31,2,2,3,18386,0,18386,0.868,1298,22,0.571,0
"0",58,"M",1,"Graduate","Married","$80K - $120K","Blue",49,6,4,2,1654,1253,401,0.508,1887,60,0.538,0.758
"0",55,"F",0,"Uneducated","Married","Less than $40K","Blue",44,1,1,3,2596,1929,667,0.609,4726,87,0.812,0.743
"0",42,"F",4,"Graduate","Married","Less than $40K","Blue",36,6,2,1,1438.3,0,1438.3,0.795,4396,70,0.628,0
"0",50,"M",4,"College","Married","$120K +","Blue",36,6,1,4,7084,0,7084,0.889,3838,66,0.737,0
"0",47,"M",4,"High School","Married","$80K - $120K","Blue",36,3,3,4,8217,0,8217,0.678,1848,56,0.514,0
"0",43,"F",3,"Uneducated","Single","Unknown","Blue",32,5,1,1,1438.3,491,947.3,0.494,5016,86,0.593,0.341
"0",55,"F",2,"College","Married","Less than $40K","Blue",45,5,2,4,1850,942,908,0.757,4134,78,0.625,0.509
"0",33,"F",4,"College","Divorced","Less than $40K","Blue",24,6,2,2,9857,0,9857,0.699,3448,103,0.635,0
"0",57,"M",0,"Uneducated","Single","$60K - $80K","Blue",42,6,4,3,8377,1211,7166,0.813,1797,44,1.2,0.145
"0",47,"F",3,"Uneducated","Married","Unknown","Blue",42,4,1,4,25027,1501,23526,1.063,3357,62,0.771,0.06
"0",46,"M",3,"College","Unknown","$80K - $120K","Blue",36,4,2,2,24869,1729,23140,0.408,1409,36,0.5,0.07
"0",45,"F",3,"Graduate","Married","Less than $40K","Blue",34,6,2,3,2641,1336,1305,1.019,4224,77,0.791,0.506
"0",43,"F",2,"College","Single","Less than $40K","Blue",29,5,1,2,2304,1589,715,0.872,1273,36,0.895,0.69
"0",58,"M",4,"High School","Married","$60K - $80K","Blue",53,1,3,0,13784,698,13086,0.75,13120,91,0.784,0.051
"0",54,"M",3,"High School","Single","$80K - $120K","Blue",47,3,1,2,16494,1348,15146,0.759,1302,36,0.385,0.082
"0",47,"F",1,"High School","Married","Unknown","Blue",41,3,2,3,2950,1642,1308,0.8,4740,83,0.694,0.557
"0",51,"F",3,"High School","Single","Less than $40K","Blue",38,1,3,2,1759,1345,414,0.61,4351,81,0.688,0.765
"0",51,"F",3,"Unknown","Single","Less than $40K","Blue",39,5,1,3,2990,0,2990,0.598,4065,76,0.767,0
"0",48,"F",4,"High School","Married","$40K - $60K","Blue",42,3,1,3,4206,1100,3106,0.587,1144,22,1,0.262
"0",47,"F",4,"Uneducated","Married","$40K - $60K","Blue",36,2,1,1,2155,1119,1036,0.815,5441,91,0.717,0.519
"0",55,"M",2,"College","Married","$80K - $120K","Blue",50,4,2,4,19159,2108,17051,0.69,1813,52,0.576,0.11
"0",30,"M",0,"High School","Married","Less than $40K","Blue",21,5,4,3,2490,1259,1231,1.079,2441,53,0.514,0.506
"0",52,"F",3,"Graduate","Single","Less than $40K","Silver",34,3,2,2,13109,1375,11734,0.742,3563,73,0.553,0.105
"0",40,"F",3,"Unknown","Married","Less than $40K","Blue",31,5,6,1,1811,821,990,0.773,4290,73,0.78,0.453
"0",34,"M",3,"Uneducated","Married","$60K - $80K","Blue",24,3,1,4,8167,1740,6427,1.455,2141,51,0.7,0.213
"0",46,"M",0,"Graduate","Single","$120K +","Blue",36,6,2,1,2692,1631,1061,0.99,4619,83,0.694,0.606
"0",44,"F",3,"Unknown","Married","Unknown","Blue",25,6,1,3,19897,2232,17665,0.672,3979,63,0.5,0.112
"0",46,"M",3,"Unknown","Single","$80K - $120K","Blue",35,2,1,1,11814,1440,10374,0.798,9185,100,0.695,0.122
"0",48,"M",3,"Uneducated","Divorced","$40K - $60K","Blue",35,3,5,3,11427,2307,9120,0.848,15243,107,0.754,0.202
"0",30,"F",0,"Unknown","Married","Less than $40K","Blue",19,5,1,4,2898,0,2898,1.154,2632,64,0.778,0
"0",32,"F",2,"Graduate","Single","Less than $40K","Blue",17,5,1,2,1438.3,1228,210.3,1.132,2580,67,0.971,0.854
"0",65,"F",0,"College","Married","Less than $40K","Blue",56,6,1,2,1438.3,680,758.3,0.512,2283,55,0.571,0.473
"0",45,"F",5,"Graduate","Married","Less than $40K","Blue",39,4,3,2,2156,1208,948,0.569,1345,28,0.647,0.56
"0",44,"M",5,"High School","Single","$60K - $80K","Blue",35,3,2,2,5947,995,4952,0.724,4984,90,0.765,0.167
"0",39,"F",1,"Uneducated","Married","$40K - $60K","Blue",36,4,1,4,3272,2323,949,1.123,4763,86,0.593,0.71
"0",52,"F",2,"College","Married","Unknown","Blue",45,5,1,2,2737,1719,1018,0.657,4725,63,0.615,0.628
"0",44,"F",2,"High School","Unknown","Less than $40K","Blue",29,2,3,1,3170,2330,840,0.858,5357,91,0.978,0.735
"0",39,"F",2,"Unknown","Single","Less than $40K","Blue",29,6,2,4,1923,845,1078,0.587,1670,37,0.682,0.439
"0",46,"F",2,"Unknown","Married","Less than $40K","Blue",36,5,2,3,5258,1994,3264,0.725,3972,73,0.587,0.379
"0",40,"F",1,"Graduate","Married","Unknown","Blue",29,5,1,3,8398,1892,6506,0.861,1489,29,0.526,0.225
"0",39,"F",2,"Graduate","Married","Unknown","Blue",31,4,2,3,1438.3,997,441.3,1.867,2583,47,0.958,0.693
"0",47,"M",5,"Unknown","Single","$120K +","Silver",36,5,2,2,34516,1686,32830,0.937,4039,72,0.756,0.049
"0",42,"M",4,"Uneducated","Married","$40K - $60K","Blue",33,1,2,2,3108,2280,828,0.844,14763,99,0.8,0.734
"0",39,"M",2,"Post-Graduate","Unknown","$80K - $120K","Blue",29,1,1,3,9959,1501,8458,0.822,8505,86,0.536,0.151
"0",57,"F",1,"Unknown","Married","Less than $40K","Blue",47,4,1,3,3416,2468,948,0.598,1536,42,0.556,0.722
"0",61,"F",0,"Graduate","Single","Less than $40K","Blue",36,5,3,3,2207,2020,187,0.693,4348,84,0.647,0.915
"0",33,"F",2,"College","Single","Unknown","Gold",36,3,1,3,34516,1540,32976,1.038,2574,72,0.756,0.045
"0",45,"M",2,"Unknown","Married","$40K - $60K","Blue",27,2,2,3,5800,1434,4366,0.715,8202,89,0.679,0.247
"0",42,"F",3,"College","Married","Less than $40K","Blue",13,3,2,3,6078,1478,4600,0.849,8442,95,0.508,0.243
"0",43,"F",4,"Graduate","Single","Less than $40K","Blue",37,5,1,3,2419,0,2419,0.762,3888,63,0.853,0
"0",29,"F",0,"Post-Graduate","Single","Less than $40K","Blue",36,5,2,3,5076,1223,3853,0.83,2675,57,0.629,0.241
"0",53,"F",1,"High School","Married","Less than $40K","Blue",48,6,3,2,2324,1576,748,0.728,1272,37,1.312,0.678
"0",48,"M",3,"High School","Single","$80K - $120K","Blue",36,3,3,4,10111,868,9243,0.748,4791,68,0.889,0.086
"0",64,"F",0,"Graduate","Married","Less than $40K","Blue",51,6,3,1,4920,1142,3778,0.507,1420,31,0.348,0.232
"0",47,"M",2,"College","Married","$40K - $60K","Blue",37,6,3,1,3263,1525,1738,0.542,14649,110,0.833,0.467
"0",42,"M",5,"Uneducated","Single","$60K - $80K","Blue",36,1,1,2,6618,1738,4880,0.72,5022,76,0.854,0.263
"0",55,"F",2,"Unknown","Single","Less than $40K","Blue",36,3,1,2,2850,2517,333,0.625,4320,85,0.735,0.883
"0",49,"M",2,"Unknown","Single","$60K - $80K","Blue",38,4,1,2,2461,1586,875,1.676,1729,35,0.75,0.644
"0",47,"M",2,"Graduate","Unknown","$80K - $120K","Blue",43,3,2,2,2158,1170,988,0.73,4421,89,0.679,0.542
"0",50,"M",2,"Unknown","Divorced","$60K - $80K","Blue",41,6,1,3,2966,1433,1533,0.49,1986,50,0.613,0.483
"0",36,"F",2,"Unknown","Married","Less than $40K","Blue",29,6,3,4,2029,1190,839,0.628,1802,40,0.481,0.586
"0",48,"F",1,"College","Married","Less than $40K","Blue",38,5,2,2,1832,748,1084,0.879,4376,87,0.812,0.408
"0",31,"F",1,"Unknown","Single","Unknown","Silver",36,4,3,2,34516,0,34516,0.791,2183,60,1.069,0
"0",54,"M",1,"Post-Graduate","Single","$80K - $120K","Blue",40,6,3,3,10260,942,9318,1.042,1566,50,0.562,0.092
"0",47,"F",4,"Graduate","Married","Unknown","Blue",42,4,1,3,16349,1925,14424,0.833,16207,114,0.81,0.118
"0",28,"M",1,"Unknown","Unknown","$40K - $60K","Blue",15,5,2,4,9283,2288,6995,0.928,13804,110,0.719,0.246
"0",51,"F",3,"Post-Graduate","Married","Less than $40K","Blue",46,5,3,2,5881,2005,3876,0.659,1931,56,0.806,0.341
"0",55,"F",1,"High School","Unknown","Unknown","Blue",36,3,2,3,6968,1430,5538,0.95,4037,69,1.029,0.205
"0",49,"F",5,"Graduate","Married","Less than $40K","Blue",43,4,2,3,8154,0,8154,0.964,2223,72,0.946,0
"0",44,"M",3,"Graduate","Married","$120K +","Blue",32,4,2,2,34516,1344,33172,0.523,4795,92,0.673,0.039
"0",46,"F",1,"Unknown","Unknown","Less than $40K","Blue",34,1,3,1,2762,1793,969,0.901,5006,78,0.66,0.649
"0",37,"M",3,"College","Single","$40K - $60K","Blue",28,5,2,3,3490,1421,2069,1.125,3392,80,0.86,0.407
"0",45,"M",4,"College","Divorced","$80K - $120K","Blue",37,6,5,1,1535,0,1535,0.77,5168,76,0.81,0
"0",60,"F",1,"Unknown","Single","Less than $40K","Blue",36,1,1,3,2347,1488,859,0.621,3977,83,0.886,0.634
"0",53,"F",1,"Graduate","Single","Less than $40K","Blue",46,6,4,4,2266,0,2266,0.565,3634,66,0.65,0
"0",33,"F",1,"Post-Graduate","Married","Unknown","Blue",36,5,3,3,4134,1130,3004,1.222,2475,52,0.926,0.273
"0",48,"F",3,"Unknown","Unknown","$40K - $60K","Blue",42,2,1,1,9742,2517,7225,0.692,13082,92,0.804,0.258
"0",38,"M",3,"College","Single","$60K - $80K","Silver",32,4,2,2,30082,1671,28411,0.707,15240,126,0.8,0.056
"0",44,"F",4,"Graduate","Divorced","Less than $40K","Blue",30,4,3,2,1791,1314,477,0.725,5109,79,0.756,0.734
"0",45,"M",3,"Unknown","Married","$80K - $120K","Blue",38,6,3,1,12918,1345,11573,1.061,1562,33,1.2,0.104
"0",58,"M",3,"College","Married","$120K +","Blue",54,5,1,4,3452,2088,1364,0.768,1008,21,0.4,0.605
"0",54,"M",4,"Unknown","Married","$80K - $120K","Blue",42,3,3,1,1621,618,1003,0.846,4815,83,1.024,0.381
"0",39,"F",2,"College","Single","Less than $40K","Silver",20,1,2,3,12338,1277,11061,0.828,15869,109,0.758,0.104
"0",46,"F",4,"Graduate","Single","$40K - $60K","Blue",34,6,2,1,2711,0,2711,0.636,4795,65,1.031,0
"0",32,"M",1,"High School","Married","Unknown","Blue",22,3,1,4,16912,1590,15322,1.274,2413,41,0.708,0.094
"0",54,"M",2,"College","Married","$120K +","Blue",43,3,2,3,5657,1719,3938,0.606,2028,55,0.667,0.304
"0",42,"M",2,"Doctorate","Married","$80K - $120K","Blue",32,4,2,2,26222,1073,25149,1.288,1988,30,0.579,0.041
"0",44,"F",4,"Graduate","Single","Less than $40K","Blue",36,6,4,2,7000,2517,4483,0.475,1112,23,1.875,0.36
"0",34,"F",1,"College","Married","Less than $40K","Blue",16,6,1,4,2221,1814,407,0.82,4758,64,0.641,0.817
"0",41,"F",1,"Uneducated","Married","$40K - $60K","Blue",36,3,4,1,2235,1688,547,0.631,4633,79,0.795,0.755
"0",46,"F",3,"Graduate","Married","$40K - $60K","Blue",39,3,3,2,2644,2126,518,0.748,3601,66,0.65,0.804
"0",48,"M",1,"Graduate","Single","$80K - $120K","Blue",36,1,3,1,2754,2152,602,0.821,13991,125,0.761,0.781
"0",37,"F",2,"High School","Single","Less than $40K","Blue",36,5,2,1,2535,1352,1183,0.509,3840,72,0.565,0.533
"0",46,"F",3,"Uneducated","Single","Unknown","Blue",42,6,4,2,1910,1431,479,0.851,5253,82,0.745,0.749
"0",37,"M",2,"Doctorate","Single","$120K +","Blue",31,2,1,3,2360,1204,1156,0.539,3696,82,0.822,0.51
"0",40,"F",4,"High School","Married","$40K - $60K","Blue",28,4,1,3,11494,1160,10334,0.463,3353,86,0.593,0.101
"0",52,"M",5,"Graduate","Single","$80K - $120K","Blue",47,3,1,1,2047,665,1382,0.605,3452,66,0.692,0.325
"0",46,"F",1,"Unknown","Single","Less than $40K","Blue",39,2,2,1,2029,1074,955,0.514,4802,90,0.8,0.529
"0",52,"M",3,"Graduate","Married","$80K - $120K","Blue",32,6,3,3,30820,1724,29096,0.948,3402,75,0.923,0.056
"0",36,"M",2,"High School","Divorced","$40K - $60K","Blue",36,3,3,2,2686,1733,953,0.706,2057,53,0.71,0.645
"0",55,"F",2,"College","Unknown","Unknown","Blue",41,6,2,2,7613,0,7613,0.68,4268,69,0.725,0
"0",42,"F",4,"Unknown","Single","Less than $40K","Blue",30,3,2,1,1446,621,825,0.826,4860,68,0.7,0.429
"0",50,"M",0,"Uneducated","Married","$60K - $80K","Blue",46,4,1,3,3640,659,2981,0.938,3756,70,0.842,0.181
"0",64,"M",0,"Unknown","Married","Less than $40K","Blue",51,3,3,4,2787,1201,1586,0.372,1662,39,0.625,0.431
"0",34,"F",3,"College","Married","$40K - $60K","Blue",29,4,1,2,2000,0,2000,0.782,1944,42,0.75,0
"0",42,"M",2,"Graduate","Single","$40K - $60K","Blue",28,3,1,3,1711,0,1711,0.983,4496,77,0.925,0
"0",53,"M",2,"Graduate","Married","$80K - $120K","Blue",41,3,2,5,2492,1668,824,0.651,1606,32,0.882,0.669
"0",40,"F",5,"Uneducated","Married","Less than $40K","Blue",24,6,1,1,2038,793,1245,0.682,3513,67,0.634,0.389
"0",40,"M",3,"Uneducated","Single","$40K - $60K","Silver",33,4,1,3,21308,564,20744,0.448,1322,38,0.652,0.026
"0",57,"F",2,"Graduate","Single","Less than $40K","Blue",36,1,2,3,6482,1686,4796,0.753,7544,101,0.629,0.26
"0",48,"F",4,"High School","Married","Unknown","Blue",44,1,2,1,2625,2517,108,0.702,4378,81,0.884,0.959
"0",53,"F",3,"Uneducated","Single","Less than $40K","Blue",48,6,2,1,1953,1215,738,0.667,4253,72,0.8,0.622
"0",44,"F",3,"Graduate","Married","Less than $40K","Blue",27,3,1,4,1480,1017,463,1.008,5245,80,0.86,0.687
"0",49,"M",2,"Unknown","Married","$80K - $120K","Blue",36,3,1,1,34516,2435,32081,0.732,1805,34,0.619,0.071
"0",40,"M",2,"High School","Divorced","$40K - $60K","Blue",32,1,3,2,7566,1618,5948,0.72,7570,88,0.544,0.214
"0",49,"F",4,"Doctorate","Married","Unknown","Blue",39,4,4,1,2333,1414,919,0.632,5137,89,0.679,0.606
"0",38,"M",1,"High School","Single","$40K - $60K","Blue",19,2,3,3,3581,694,2887,0.673,14637,109,0.787,0.194
"0",65,"F",1,"Graduate","Married","Less than $40K","Blue",56,4,2,0,7023,1726,5297,1.178,2535,51,0.759,0.246
"0",45,"F",3,"High School","Single","$40K - $60K","Blue",36,2,3,3,2853,2517,336,0.595,4971,65,0.757,0.882
"0",46,"M",2,"High School","Married","$40K - $60K","Blue",32,4,3,2,2619,2271,348,0.61,3835,60,0.818,0.867
"0",46,"F",3,"Uneducated","Single","Unknown","Blue",42,6,4,2,1910,1431,479,0.851,5253,82,0.745,0.749
"0",40,"F",2,"High School","Married","Less than $40K","Blue",28,1,3,3,2734,1661,1073,0.726,4981,90,0.698,0.608
"0",40,"M",3,"Graduate","Married","$80K - $120K","Blue",21,3,2,0,1804,1040,764,1.002,5308,78,0.773,0.576
"0",56,"M",1,"College","Married","$80K - $120K","Blue",45,5,1,3,4145,1468,2677,0.579,1238,36,0.5,0.354
"0",36,"F",1,"Graduate","Married","Less than $40K","Blue",22,5,2,3,1438.3,790,648.3,0.615,3959,59,0.735,0.549
"0",41,"M",4,"Unknown","Married","$80K - $120K","Blue",32,2,1,3,28687,1607,27080,0.748,7523,90,0.636,0.056
"0",45,"F",2,"Doctorate","Single","Unknown","Blue",36,4,2,4,7738,947,6791,0.845,4255,61,0.694,0.122
"0",67,"M",0,"Graduate","Married","$40K - $60K","Blue",56,4,2,1,5876,1297,4579,1.012,2133,55,0.719,0.221
"0",49,"M",1,"Graduate","Unknown","$40K - $60K","Silver",41,6,1,3,20231,977,19254,0.893,1215,36,0.714,0.048
"0",47,"M",3,"Graduate","Unknown","$60K - $80K","Blue",36,4,3,2,21142,0,21142,0.812,4360,66,1.357,0
"0",33,"M",2,"Doctorate","Married","$60K - $80K","Blue",28,3,3,3,4049,0,4049,0.898,1742,35,1.5,0
"0",64,"F",0,"Unknown","Married","Unknown","Blue",55,4,1,4,2508,1580,928,0.44,1607,44,0.419,0.63
"0",36,"F",4,"College","Married","Less than $40K","Blue",36,6,4,1,2466,1750,716,0.774,5005,76,0.767,0.71
"0",31,"M",0,"Graduate","Divorced","$60K - $80K","Blue",25,6,1,2,8673,0,8673,0.876,2457,58,0.933,0
"0",53,"F",2,"College","Single","Less than $40K","Blue",46,3,5,2,2153,0,2153,0.766,4628,69,0.971,0
"0",37,"F",1,"Unknown","Single","Less than $40K","Blue",32,6,3,3,9661,0,9661,0.926,2825,60,0.818,0
"0",59,"M",0,"Graduate","Married","$60K - $80K","Blue",53,6,1,4,12554,2169,10385,0.529,1422,30,0.579,0.173
"0",42,"F",5,"High School","Married","Less than $40K","Blue",35,5,4,3,1514,745,769,0.694,4004,69,0.683,0.492
"0",46,"F",1,"High School","Married","Less than $40K","Blue",37,4,2,2,2532,1487,1045,0.581,4143,71,1.029,0.587
"0",61,"F",0,"Graduate","Single","Less than $40K","Blue",36,5,3,3,2207,2020,187,0.693,4348,84,0.647,0.915
"0",46,"F",5,"College","Divorced","$40K - $60K","Blue",38,6,1,3,3276,1915,1361,0.672,4264,76,0.617,0.585
"0",57,"F",2,"Uneducated","Single","Less than $40K","Blue",36,5,3,2,8224,1239,6985,0.793,16319,124,0.653,0.151
"0",53,"F",3,"College","Married","$40K - $60K","Blue",46,2,1,1,2304,1144,1160,0.772,4505,85,1.179,0.497
"0",54,"F",2,"High School","Unknown","Less than $40K","Blue",44,1,1,1,2691,811,1880,0.767,4413,80,0.633,0.301
"0",33,"M",2,"Graduate","Divorced","$60K - $80K","Blue",21,5,3,3,20791,0,20791,0.744,2883,93,0.755,0
"0",38,"M",2,"Unknown","Single","$80K - $120K","Blue",28,4,3,2,20241,1203,19038,0.66,1102,31,0.632,0.059
"0",31,"M",2,"Graduate","Single","$40K - $60K","Blue",36,3,2,4,6269,1169,5100,0.743,2221,57,0.727,0.186
"0",40,"F",4,"Post-Graduate","Married","Less than $40K","Blue",36,4,1,3,2316,1510,806,0.554,3471,63,0.75,0.652
"0",39,"F",3,"Graduate","Married","Unknown","Blue",28,3,3,3,9371,1066,8305,0.89,4754,78,0.857,0.114
"0",49,"F",1,"Uneducated","Married","Less than $40K","Gold",37,2,3,1,15987,2065,13922,0.705,7395,100,0.562,0.129
"0",53,"M",2,"Uneducated","Married","$60K - $80K","Blue",48,2,5,1,2451,1690,761,1.323,1596,26,1.6,0.69
"0",59,"F",2,"Post-Graduate","Single","Less than $40K","Blue",54,1,1,3,1438.3,0,1438.3,0.61,4919,72,0.756,0
"0",50,"M",1,"Graduate","Married","$80K - $120K","Blue",30,6,2,3,9771,1776,7995,0.46,2778,53,0.472,0.182
"0",57,"M",2,"Uneducated","Single","$80K - $120K","Blue",51,6,2,4,30622,0,30622,1.329,3600,66,0.784,0
"0",38,"F",3,"Post-Graduate","Married","Less than $40K","Blue",32,4,3,2,3317,2517,800,0.862,3772,74,1,0.759
"0",57,"F",3,"Uneducated","Single","Unknown","Blue",48,1,1,2,7176,1493,5683,0.665,5063,83,0.93,0.208
"0",49,"M",4,"High School","Divorced","$80K - $120K","Blue",37,5,2,2,32338,1664,30674,0.919,3013,83,0.766,0.051
"0",39,"M",4,"High School","Married","$60K - $80K","Blue",31,3,1,4,11906,2032,9874,0.465,1642,39,0.625,0.171
"0",56,"F",2,"Graduate","Married","Unknown","Blue",36,3,3,2,5335,996,4339,0.469,1454,43,0.433,0.187
"0",51,"F",3,"High School","Single","Unknown","Gold",39,1,1,2,34516,1873,32643,0.629,7703,104,0.677,0.054
"0",52,"M",3,"Doctorate","Married","$60K - $80K","Blue",40,6,2,2,5376,804,4572,0.51,4511,74,0.682,0.15
"0",53,"F",2,"Graduate","Married","Unknown","Blue",41,3,2,2,2046,1260,786,0.768,4228,81,0.884,0.616
"0",53,"M",5,"Unknown","Married","$80K - $120K","Blue",48,6,1,0,9517,1869,7648,0.821,1453,26,0.857,0.196
"0",45,"M",4,"High School","Married","$40K - $60K","Blue",34,6,3,3,3104,1766,1338,0.828,1353,24,1.182,0.569
"0",39,"F",2,"Graduate","Single","$40K - $60K","Blue",34,5,2,4,5858,0,5858,0.853,3355,77,0.604,0
"0",48,"F",1,"Graduate","Married","$40K - $60K","Blue",36,4,4,1,7268,0,7268,0.691,4199,80,0.905,0
"0",50,"M",2,"Unknown","Married","$80K - $120K","Blue",38,3,3,1,6030,1315,4715,0.623,3420,81,0.841,0.218
"0",47,"F",2,"High School","Married","Unknown","Blue",40,5,1,3,2264,0,2264,0.67,4279,75,0.531,0
"0",45,"M",4,"Graduate","Single","$120K +","Blue",38,1,1,3,9036,0,9036,0.753,8356,79,0.681,0
"0",39,"F",2,"Graduate","Married","Less than $40K","Blue",34,4,3,4,2594,0,2594,0.526,1457,43,0.387,0
"0",47,"M",4,"Unknown","Divorced","$40K - $60K","Blue",35,3,2,1,4907,773,4134,0.517,5088,71,0.651,0.158
"0",53,"M",2,"College","Married","$40K - $60K","Blue",33,3,3,1,4065,2180,1885,0.321,1271,36,0.2,0.536
"0",56,"F",2,"Graduate","Married","Unknown","Blue",36,3,3,2,5335,996,4339,0.469,1454,43,0.433,0.187
"0",48,"F",4,"Unknown","Unknown","Less than $40K","Blue",36,4,3,2,2406,1744,662,0.694,4748,88,0.692,0.725
"0",49,"M",4,"Post-Graduate","Married","$120K +","Silver",41,2,3,2,34516,0,34516,0.663,13376,129,0.72,0
"0",33,"F",3,"Uneducated","Married","Less than $40K","Blue",16,6,1,4,2042,1864,178,1.318,2758,50,0.852,0.913
"0",43,"F",3,"Graduate","Single","Less than $40K","Blue",30,3,3,1,4075,2189,1886,0.695,3956,71,0.732,0.537
"0",59,"F",0,"Post-Graduate","Married","Less than $40K","Blue",49,5,2,3,1479,601,878,0.607,1621,32,0.6,0.406
"0",35,"M",2,"College","Married","$80K - $120K","Blue",36,5,2,4,15279,1496,13783,0.997,2079,57,0.425,0.098
"0",39,"M",2,"Uneducated","Single","$80K - $120K","Blue",36,6,2,4,7901,1184,6717,0.863,3667,66,0.784,0.15
"0",40,"M",5,"Graduate","Single","$60K - $80K","Blue",27,6,1,2,2742,1416,1326,0.761,1539,38,1.111,0.516
"0",53,"F",1,"High School","Single","Less than $40K","Blue",47,6,2,3,3378,2134,1244,0.541,4464,83,0.93,0.632
"0",46,"M",5,"High School","Married","$120K +","Blue",32,5,2,2,34516,1024,33492,0.72,2436,71,0.651,0.03
"0",48,"F",4,"Graduate","Unknown","Less than $40K","Blue",38,4,3,1,1438.3,0,1438.3,0.647,4601,78,0.625,0
"0",48,"F",1,"College","Divorced","Less than $40K","Blue",36,6,3,0,4006,1646,2360,0.746,5006,89,0.534,0.411
"0",34,"M",2,"Graduate","Married","$60K - $80K","Blue",36,5,1,3,2763,1913,850,0.598,4136,69,0.568,0.692
"0",50,"M",3,"Uneducated","Single","$80K - $120K","Blue",36,5,2,3,24742,1676,23066,0.566,1306,31,0.55,0.068
"0",37,"F",1,"High School","Single","Unknown","Blue",28,4,3,2,2458,642,1816,0.666,4627,90,0.698,0.261
"0",36,"F",3,"Post-Graduate","Single","Less than $40K","Blue",23,6,2,1,2410,1705,705,0.798,2505,69,0.568,0.707
"0",65,"F",0,"Unknown","Single","Less than $40K","Blue",56,3,2,2,5441,812,4629,0.534,4480,76,0.551,0.149
"0",44,"F",0,"Unknown","Married","Less than $40K","Blue",34,1,3,3,9070,1273,7797,0.637,15211,129,0.743,0.14
"0",43,"M",3,"College","Married","$80K - $120K","Blue",24,6,3,1,4726,1161,3565,0.698,4683,91,0.896,0.246
"0",43,"F",3,"College","Married","Unknown","Blue",36,3,3,3,21922,1467,20455,0.696,7409,89,0.679,0.067
"0",30,"M",1,"Uneducated","Divorced","Unknown","Blue",22,5,3,4,12539,910,11629,0.856,2643,72,0.674,0.073
"0",48,"F",1,"Uneducated","Unknown","$40K - $60K","Blue",39,6,4,2,1438.3,1218,220.3,0.752,4600,76,0.617,0.847
"0",50,"F",1,"Graduate","Unknown","Unknown","Blue",36,1,1,3,10417,2290,8127,1.122,4871,75,1.027,0.22
"0",39,"F",3,"Uneducated","Divorced","Unknown","Blue",29,5,1,2,26181,0,26181,0.913,1303,35,0.75,0
"0",38,"M",2,"Uneducated","Married","$40K - $60K","Blue",31,4,3,3,6116,1698,4418,0.937,1592,32,1,0.278
"0",43,"F",3,"High School","Single","Less than $40K","Blue",36,5,3,3,2313,1325,988,0.723,5006,76,0.81,0.573
"0",54,"M",2,"College","Married","$80K - $120K","Blue",44,4,3,3,18750,1705,17045,0.807,1200,36,0.895,0.091
"0",51,"M",2,"Graduate","Married","$40K - $60K","Blue",45,2,2,2,11467,1146,10321,1.018,14373,97,0.764,0.1
"0",42,"M",2,"Graduate","Single","$60K - $80K","Blue",31,3,2,1,5169,2296,2873,0.773,4656,88,0.796,0.444
"0",42,"F",5,"Doctorate","Married","Unknown","Blue",23,4,2,2,24602,1660,22942,0.588,1337,44,0.76,0.067
"0",43,"F",1,"High School","Divorced","Less than $40K","Silver",35,3,2,2,10514,1580,8934,0.504,1229,27,0.8,0.15
"0",26,"F",0,"Uneducated","Unknown","Unknown","Silver",13,1,2,3,34516,2403,32113,0.623,4174,59,0.735,0.07
"0",34,"F",4,"Graduate","Single","Unknown","Silver",29,6,2,2,30702,673,30029,0.721,2652,64,0.524,0.022
"0",42,"M",4,"College","Single","$60K - $80K","Blue",23,2,3,1,3311,841,2470,0.7,4559,80,0.905,0.254
"0",43,"M",2,"High School","Single","$60K - $80K","Blue",35,5,2,2,1849,1293,556,0.835,4678,71,0.972,0.699
"0",38,"F",3,"Graduate","Single","Unknown","Blue",21,5,1,3,2348,1028,1320,0.469,5125,71,0.578,0.438
"0",40,"F",4,"Unknown","Single","Less than $40K","Blue",33,4,4,3,1964,1811,153,0.69,4699,81,0.841,0.922
"0",51,"M",1,"Doctorate","Married","$80K - $120K","Blue",44,5,2,4,8031,1167,6864,0.549,3576,77,0.791,0.145
"0",38,"F",2,"Uneducated","Single","Less than $40K","Blue",32,5,3,3,2264,0,2264,0.479,1204,28,0.333,0
"0",37,"F",3,"Unknown","Married","Less than $40K","Blue",25,6,2,1,1438.3,674,764.3,2.18,1717,31,0.722,0.469
"0",52,"M",2,"High School","Single","$120K +","Blue",43,3,2,3,34516,761,33755,0.916,4313,82,0.547,0.022
