"Attrition_Flag","Customer_Age","Gender","Dependent_count","Education_Level","Marital_Status","Income_Category","Card_Category","Months_on_book","Total_Relationship_Count","Months_Inactive_12_mon","Contacts_Count_12_mon","Credit_Limit","Total_Revolving_Bal","Avg_Open_To_Buy","Total_Amt_Chng_Q4_Q1","Total_Trans_Amt","Total_Trans_Ct","Total_Ct_Chng_Q4_Q1","Avg_Utilization_Ratio"
"0",27,"M",0,"Unknown","Married","$40K - $60K","Blue",14,4,1,4,3823,2130,1693,0.371,2026,49,0.441,0.557
"0",53,"M",2,"Graduate","Married","$60K - $80K","Blue",38,6,3,2,7928,1228,6700,0.632,1537,37,0.682,0.155
"0",50,"M",3,"Graduate","Single","$120K +","Blue",42,3,1,3,33996,949,33047,0.846,3569,77,0.571,0.028
"0",48,"F",5,"College","Divorced","$40K - $60K","Blue",40,3,1,1,4365,0,4365,0.598,3542,57,1.111,0
"0",53,"F",2,"Post-Graduate","Married","$40K - $60K","Blue",40,5,1,4,2127,1995,132,0.374,1363,37,0.37,0.938
"0",47,"M",4,"Uneducated","Single","$80K - $120K","Blue",32,3,3,2,34010,1340,32670,0.744,1739,39,0.5,0.039
"0",33,"F",1,"Post-Graduate","Married","Less than $40K","Blue",15,6,2,0,1741,1328,413,0.69,2629,61,0.649,0.763
"0",49,"F",5,"Graduate","Married","$40K - $60K","Blue",35,5,2,1,11115,1292,9823,0.797,3956,74,0.609,0.116
"0",51,"M",4,"High School","Married","$80K - $120K","Blue",42,6,1,2,14438,2517,11921,0.853,2090,47,0.88,0.174
"0",30,"F",1,"College","Single","Less than $40K","Blue",24,4,3,0,3450,2517,933,0.652,2545,64,0.778,0.73
"0",46,"M",4,"Graduate","Married","$120K +","Silver",36,4,1,3,34516,1380,33136,0.66,2163,56,0.4,0.04
"0",34,"M",2,"Unknown","Married","$40K - $60K","Blue",29,3,2,2,3436,1650,1786,0.788,1972,37,0.947,0.48
"0",38,"F",3,"Graduate","Married","Less than $40K","Blue",34,5,1,0,3402,1813,1589,0.653,1767,28,0.647,0.533
"0",52,"M",1,"Graduate","Married","$80K - $120K","Blue",43,6,1,1,2689,2077,612,0.378,1356,33,0.435,0.772
"0",54,"M",3,"Uneducated","Married","Less than $40K","Blue",36,3,3,2,1556,1278,278,0.46,1615,35,0.591,0.821
"0",32,"M",0,"Uneducated","Single","$60K - $80K","Blue",14,4,3,3,8186,0,8186,0.737,2411,67,0.426,0
"0",58,"F",1,"College","Married","Less than $40K","Blue",49,3,3,2,3846,1285,2561,0.608,1815,47,0.621,0.334
"0",38,"M",2,"Post-Graduate","Single","$60K - $80K","Silver",36,3,3,4,34516,1954,32562,0.436,1872,52,0.486,0.057
"0",35,"F",4,"Uneducated","Married","Less than $40K","Blue",26,5,1,4,2494,1316,1178,1.486,2946,57,1.036,0.528
"0",52,"M",0,"Graduate","Single","$80K - $120K","Blue",43,4,3,3,8133,1942,6191,0.572,3310,76,0.583,0.239
"0",57,"F",1,"High School","Married","Less than $40K","Blue",36,6,2,2,3101,1257,1844,0.416,1681,32,0.524,0.405
"0",41,"M",3,"Unknown","Married","$80K - $120K","Blue",37,5,3,3,16954,1588,15366,0.878,3411,60,0.875,0.094
"0",36,"M",2,"Graduate","Single","$80K - $120K","Blue",17,4,3,1,2900,2029,871,0.846,2631,72,0.6,0.7
"0",62,"F",1,"Graduate","Married","Less than $40K","Blue",50,6,6,4,2802,1977,825,0.431,1757,33,0.833,0.706
"0",30,"F",0,"Graduate","Single","Less than $40K","Blue",17,3,2,1,4868,1090,3778,0.679,2907,69,0.816,0.224
"0",49,"M",3,"Post-Graduate","Single","$60K - $80K","Blue",44,3,1,5,15027,0,15027,0.811,3533,59,0.788,0
"0",37,"M",2,"Doctorate","Single","$120K +","Blue",32,3,3,5,32056,1887,30169,0.831,2730,68,0.7,0.059
"0",36,"M",2,"College","Single","$60K - $80K","Blue",24,5,2,5,23032,840,22192,0.739,2787,73,0.698,0.036
"0",28,"M",1,"High School","Divorced","Less than $40K","Blue",36,5,3,4,2265,1935,330,0.653,2306,61,0.525,0.854
"0",55,"M",3,"Graduate","Single","$40K - $60K","Blue",35,4,1,4,3065,0,3065,0.716,3524,69,0.605,0
"0",34,"F",2,"Doctorate","Single","Less than $40K","Blue",28,3,3,2,1438.3,0,1438.3,0.892,3044,91,0.896,0
"0",61,"F",0,"Graduate","Single","$40K - $60K","Blue",56,4,3,5,7118,813,6305,0.475,3964,66,0.65,0.114
"0",50,"F",3,"Unknown","Single","Less than $40K","Blue",43,6,1,4,2999,1958,1041,0.611,2073,48,0.714,0.653
"0",36,"F",4,"High School","Single","Less than $40K","Blue",28,5,1,2,2226,1607,619,0.656,2660,62,1,0.722
"0",42,"M",5,"Unknown","Married","$60K - $80K","Blue",35,6,3,2,13650,1253,12397,0.743,1703,53,0.71,0.092
"0",53,"F",2,"Graduate","Married","Less than $40K","Blue",46,6,2,4,2413,2015,398,0.47,1398,24,0.714,0.835
"0",37,"M",3,"High School","Single","$60K - $80K","Blue",36,3,1,5,8418,2051,6367,0.847,2879,63,0.703,0.244
"0",48,"M",2,"Doctorate","Single","$120K +","Blue",41,5,2,1,20148,1084,19064,0.79,3921,74,0.542,0.054
"0",59,"F",0,"Doctorate","Single","Less than $40K","Blue",36,3,1,2,1438.3,0,1438.3,0.691,1904,47,0.382,0
"0",60,"M",1,"Uneducated","Single","$80K - $120K","Blue",51,6,3,4,26566,2517,24049,0.985,3103,65,0.625,0.095
"0",48,"M",4,"Graduate","Married","$80K - $120K","Silver",40,6,2,5,34516,807,33709,0.967,3937,80,1.051,0.023
"0",41,"M",2,"High School","Single","$80K - $120K","Blue",36,4,2,4,28830,0,28830,0.786,3533,57,0.966,0
"0",29,"F",0,"High School","Single","Less than $40K","Blue",13,6,3,5,5240,1608,3632,1.243,2712,64,0.778,0.307
"0",34,"M",3,"High School","Single","$40K - $60K","Blue",21,4,1,3,4353,1655,2698,0.806,2664,81,0.884,0.38
"0",36,"M",2,"Doctorate","Single","$40K - $60K","Blue",26,4,3,2,2845,2517,328,0.686,2396,51,0.5,0.885
"0",55,"F",1,"Graduate","Married","Unknown","Blue",43,5,4,2,3161,1389,1772,0.307,1547,30,0.429,0.439
"0",27,"M",0,"Post-Graduate","Single","Unknown","Blue",22,5,2,2,7130,873,6257,0.53,2498,37,0.321,0.122
"0",39,"M",4,"High School","Married","$80K - $120K","Blue",25,6,2,3,8208,0,8208,1.568,3135,39,1.167,0
"0",57,"F",2,"Graduate","Married","$40K - $60K","Blue",49,5,1,2,3377,1720,1657,0.491,1621,32,0.391,0.509
"0",53,"M",2,"Graduate","Married","$120K +","Blue",43,6,3,2,5882,2335,3547,0.579,1380,30,0.667,0.397
"0",51,"M",0,"Graduate","Married","$80K - $120K","Blue",40,4,3,2,7158,0,7158,0.904,2113,60,0.875,0
"0",45,"F",2,"Uneducated","Single","$40K - $60K","Blue",35,6,3,2,4505,1562,2943,0.604,3968,68,0.619,0.347
"0",38,"M",2,"Unknown","Married","Less than $40K","Blue",25,4,1,3,8740,734,8006,1.072,2169,38,0.652,0.084
"0",49,"M",3,"Graduate","Single","$120K +","Blue",36,6,2,3,8514,2013,6501,0.664,4098,74,0.542,0.236
"0",42,"F",4,"High School","Single","Less than $40K","Blue",19,3,2,0,1438.3,0,1438.3,0.676,3786,67,0.523,0
"0",38,"M",2,"College","Married","$80K - $120K","Blue",30,2,3,2,3735,1421,2314,0.57,1837,47,0.741,0.38
"0",55,"M",2,"Post-Graduate","Single","$60K - $80K","Blue",37,3,3,1,22127,1799,20328,0.758,3591,63,0.75,0.081
"0",28,"F",0,"College","Married","Unknown","Blue",36,3,2,3,5685,0,5685,1.334,2395,62,1,0
"0",44,"M",3,"Unknown","Single","$120K +","Blue",37,3,1,5,3650,2512,1138,0.739,4599,75,0.471,0.688
"0",43,"M",3,"Uneducated","Married","$80K - $120K","Blue",36,6,1,2,28634,926,27708,0.622,4549,68,0.659,0.032
"0",36,"F",3,"College","Single","Unknown","Blue",30,3,2,3,8696,1482,7214,1.002,2847,67,0.971,0.17
"0",41,"M",2,"Graduate","Married","$80K - $120K","Blue",36,6,3,3,9133,2140,6993,0.649,4101,88,0.63,0.234
"0",55,"F",1,"High School","Single","$40K - $60K","Blue",46,5,3,4,5379,962,4417,0.827,1778,40,0.29,0.179
"0",36,"M",4,"Doctorate","Divorced","$120K +","Blue",31,4,3,4,34516,1491,33025,0.93,2243,60,0.935,0.043
"0",38,"F",2,"Unknown","Single","Less than $40K","Blue",23,5,3,3,2222,1205,1017,0.395,1823,49,0.361,0.542
"0",38,"M",2,"Graduate","Single","$60K - $80K","Silver",32,5,1,1,26988,1587,25401,0.968,3732,70,0.795,0.059
"0",40,"F",4,"Graduate","Single","Less than $40K","Silver",27,3,1,2,10745,2084,8661,0.847,3502,87,0.933,0.194
"0",38,"M",2,"Unknown","Divorced","$80K - $120K","Blue",33,6,3,2,11777,1781,9996,0.565,2763,62,0.879,0.151
"0",34,"F",2,"Unknown","Single","Less than $40K","Blue",21,6,3,4,6131,1270,4861,0.913,2825,93,0.824,0.207
"0",40,"M",3,"Graduate","Single","$80K - $120K","Blue",34,3,3,4,22380,1220,21160,0.884,3756,73,0.78,0.055
"0",53,"M",3,"High School","Single","Less than $40K","Blue",47,5,1,1,3351,1474,1877,0.393,4294,66,0.737,0.44
"0",36,"M",1,"Uneducated","Divorced","$120K +","Blue",28,6,3,2,5260,1116,4144,0.664,2546,62,0.879,0.212
"0",27,"F",1,"College","Divorced","Less than $40K","Blue",15,5,3,2,2166,890,1276,1.024,3563,70,0.892,0.411
"0",36,"M",3,"Unknown","Single","$60K - $80K","Blue",36,3,1,1,11684,1786,9898,0.806,2969,88,0.796,0.153
"0",43,"M",3,"Uneducated","Unknown","$80K - $120K","Blue",31,5,1,4,28700,769,27931,0.901,3395,71,0.578,0.027
"0",44,"M",1,"High School","Married","Less than $40K","Blue",33,5,2,2,6130,808,5322,0.747,3411,78,0.592,0.132
"0",40,"M",3,"Graduate","Married","$60K - $80K","Blue",36,6,2,2,15008,0,15008,0.784,3943,85,0.771,0
"0",32,"M",1,"High School","Married","$40K - $60K","Blue",18,4,1,4,4583,1586,2997,0.828,2395,57,0.781,0.346
"1",48,"M",4,"Uneducated","Single","$40K - $60K","Blue",37,1,3,4,5268,2191,3077,0.622,2138,40,0.429,0.416
"0",41,"M",4,"Uneducated","Single","$80K - $120K","Blue",30,3,3,4,14480,0,14480,0.703,1616,43,0.654,0
"0",61,"M",2,"High School","Single","$60K - $80K","Silver",48,5,2,3,26218,0,26218,0.74,3925,88,0.833,0
"0",36,"F",3,"High School","Single","Unknown","Blue",23,6,3,4,2804,2090,714,1.248,2812,77,1.081,0.745
"0",36,"F",1,"Post-Graduate","Married","Less than $40K","Blue",23,6,3,3,3107,2354,753,1.248,2720,48,1.182,0.758
"0",38,"M",1,"Doctorate","Single","$80K - $120K","Silver",29,6,3,3,34516,1435,33081,1.13,4238,85,0.809,0.042
"0",46,"M",4,"Graduate","Married","$80K - $120K","Blue",33,5,1,3,16227,917,15310,0.479,4314,67,0.634,0.057
"0",47,"F",4,"High School","Single","Less than $40K","Blue",38,4,1,4,7469,1899,5570,0.999,3150,70,0.489,0.254
"0",36,"M",1,"Uneducated","Divorced","$80K - $120K","Blue",28,4,1,3,34516,774,33742,0.989,3030,74,0.805,0.022
"0",65,"M",0,"Uneducated","Single","Less than $40K","Blue",56,4,2,2,3226,2073,1153,1.035,3250,70,0.591,0.643
"0",52,"M",2,"College","Married","$80K - $120K","Blue",36,6,3,4,2803,778,2025,0.55,3142,64,0.561,0.278
"0",50,"M",1,"Uneducated","Married","$120K +","Blue",30,6,2,5,34516,2010,32506,0.594,2776,59,0.735,0.058
"0",40,"F",3,"High School","Married","Less than $40K","Blue",31,5,2,4,4736,945,3791,0.835,3927,73,0.659,0.2
"0",59,"M",1,"Doctorate","Single","$60K - $80K","Blue",49,5,2,4,9944,1606,8338,0.62,3159,69,0.568,0.162
"0",48,"M",3,"Graduate","Married","$60K - $80K","Blue",38,5,2,3,16920,2157,14763,0.629,3275,60,0.5,0.127
"0",45,"F",2,"Graduate","Unknown","Less than $40K","Blue",35,6,3,3,3240,2517,723,0.636,1904,41,0.519,0.777
"0",51,"M",1,"Unknown","Single","$80K - $120K","Blue",34,4,3,3,3554,1563,1991,0.893,3640,59,0.735,0.44
"0",53,"M",3,"High School","Single","$80K - $120K","Blue",42,6,3,3,18531,1548,16983,0.833,2484,52,0.857,0.084
"0",46,"M",4,"Graduate","Single","$120K +","Blue",34,4,1,2,34516,0,34516,0.991,4143,68,0.659,0
"0",34,"F",1,"High School","Single","Unknown","Blue",22,6,1,0,10253,1857,8396,1.193,3042,66,0.941,0.181
"1",56,"F",2,"College","Single","Less than $40K","Blue",52,3,5,1,3639,2178,1461,0.451,1865,42,0.5,0.599
"0",35,"M",1,"College","Single","$60K - $80K","Blue",26,3,2,3,23447,1515,21932,0.622,2834,77,0.638,0.065
"0",48,"M",3,"Graduate","Single","$80K - $120K","Blue",30,4,2,3,4180,688,3492,0.747,3750,76,0.727,0.165
"0",60,"M",0,"Unknown","Married","$60K - $80K","Blue",54,4,1,0,2759,2501,258,0.505,1650,34,0.7,0.906
"0",36,"M",2,"College","Single","$60K - $80K","Blue",25,5,3,2,1438.3,0,1438.3,0.579,2882,68,0.619,0
"0",43,"M",3,"High School","Single","$120K +","Blue",36,3,1,3,34516,0,34516,0.852,1996,48,0.548,0
"0",43,"M",4,"Graduate","Single","$60K - $80K","Blue",25,3,2,4,13193,1749,11444,0.671,4071,64,0.73,0.133
"0",51,"M",2,"Doctorate","Single","$120K +","Blue",36,4,2,5,25873,582,25291,0.769,3920,84,0.647,0.022
"0",46,"M",2,"Unknown","Divorced","$60K - $80K","Blue",37,6,1,1,2695,1657,1038,0.813,4068,53,0.963,0.615
"0",32,"F",1,"High School","Single","Less than $40K","Silver",13,4,1,2,10332,948,9384,0.843,2914,67,0.763,0.092
"0",39,"M",2,"High School","Single","$120K +","Blue",22,5,2,2,26124,0,26124,0.735,4199,92,0.586,0
"0",49,"M",3,"Graduate","Unknown","$60K - $80K","Blue",36,5,2,3,15942,0,15942,0.723,1742,41,0.323,0
"0",38,"F",4,"Doctorate","Married","Less than $40K","Blue",26,4,2,4,4002,1402,2600,0.579,2114,53,0.514,0.35
"0",41,"F",2,"Graduate","Married","$40K - $60K","Blue",36,6,1,3,11239,1375,9864,0.94,3978,89,0.78,0.122
"0",56,"M",2,"Graduate","Married","$80K - $120K","Blue",36,4,2,3,23510,1049,22461,0.438,1661,35,0.296,0.045
"0",53,"F",1,"High School","Single","Less than $40K","Blue",41,6,2,2,8693,796,7897,0.864,4755,69,0.533,0.092
"0",51,"M",2,"College","Married","$80K - $120K","Blue",33,3,1,2,3558,0,3558,0.57,4136,65,0.912,0
"0",48,"M",2,"Graduate","Divorced","$80K - $120K","Blue",43,5,3,2,6383,1436,4947,0.845,4462,88,0.66,0.225
"1",46,"M",4,"High School","Married","$60K - $80K","Blue",36,1,3,2,8017,0,8017,0.559,1657,43,0.654,0
"0",42,"F",3,"Doctorate","Married","Less than $40K","Blue",36,4,2,1,9778,2154,7624,0.5,3413,66,0.692,0.22
"0",48,"M",3,"Uneducated","Single","$120K +","Blue",38,4,2,5,20912,0,20912,0.725,4172,84,0.787,0
"0",50,"M",2,"Graduate","Married","$80K - $120K","Blue",36,6,1,2,9748,1354,8394,0.893,3323,66,0.833,0.139
"1",48,"M",3,"Post-Graduate","Unknown","$120K +","Blue",35,2,2,6,34516,0,34516,0.464,1632,44,0.333,0
"0",31,"F",0,"Graduate","Single","Less than $40K","Blue",20,3,3,2,3480,724,2756,0.722,2807,65,0.806,0.208
"0",36,"M",1,"Graduate","Single","$120K +","Blue",20,3,2,2,34516,0,34516,0.531,2686,59,0.788,0
"0",44,"M",3,"Graduate","Single","$60K - $80K","Blue",39,6,2,2,7532,0,7532,0.476,3550,68,0.619,0
"1",45,"M",4,"Graduate","Married","$80K - $120K","Blue",36,5,3,4,12250,2165,10085,0.641,1995,39,0.696,0.177
"0",46,"M",2,"Post-Graduate","Single","$60K - $80K","Blue",41,3,3,2,10077,0,10077,0.639,2118,52,0.576,0
"0",55,"F",2,"Post-Graduate","Divorced","Less than $40K","Blue",43,4,2,4,9919,0,9919,0.496,2058,70,0.842,0
"0",47,"F",4,"High School","Married","Less than $40K","Blue",31,5,3,4,7711,988,6723,0.884,2078,42,0.68,0.128
"0",49,"M",2,"Unknown","Single","Less than $40K","Blue",42,4,2,2,4834,0,4834,0.998,1876,35,1.059,0
"0",48,"M",1,"Unknown","Married","$60K - $80K","Silver",37,6,3,5,25270,1090,24180,0.819,1941,51,1.318,0.043
"0",45,"M",4,"Graduate","Married","$80K - $120K","Blue",36,4,2,3,1438.3,0,1438.3,0.674,3748,64,0.829,0
"0",53,"F",2,"Unknown","Single","$40K - $60K","Blue",37,5,3,4,7282,0,7282,0.74,3364,69,0.816,0
"0",42,"M",4,"Unknown","Single","$80K - $120K","Blue",32,6,3,5,7260,713,6547,0.833,4253,73,0.78,0.098
"0",38,"M",0,"Graduate","Married","$60K - $80K","Blue",33,5,4,4,11741,1560,10181,0.773,2143,41,0.783,0.133
"0",39,"M",2,"Graduate","Divorced","$60K - $80K","Blue",34,5,1,4,2267,0,2267,0.875,4544,84,0.75,0
"0",36,"M",0,"High School","Married","$120K +","Blue",24,3,3,2,10097,2139,7958,1.408,3092,67,0.763,0.212
"0",40,"F",3,"College","Single","Less than $40K","Blue",33,5,3,1,7207,2002,5205,0.828,3825,70,0.707,0.278
"1",38,"M",1,"Unknown","Married","$120K +","Blue",16,3,1,4,2106,238,1868,0.61,2136,40,0.905,0.113
"0",43,"M",3,"Graduate","Married","$120K +","Blue",36,3,2,2,22906,1132,21774,0.942,3204,64,0.73,0.049
"0",45,"M",2,"Graduate","Married","$60K - $80K","Blue",33,4,3,4,2648,2309,339,1.006,3281,63,0.853,0.872
"0",48,"M",3,"Unknown","Married","$40K - $60K","Blue",35,6,3,4,2173,0,2173,0.857,4251,60,0.714,0
"0",37,"M",2,"High School","Single","$60K - $80K","Blue",29,3,2,3,9829,2517,7312,0.59,2927,73,1.212,0.256
"0",57,"F",3,"Post-Graduate","Single","$40K - $60K","Blue",51,5,4,5,7226,1689,5537,0.83,3474,67,0.763,0.234
"0",39,"F",3,"Graduate","Single","Less than $40K","Blue",36,4,3,4,1438.3,0,1438.3,1.022,4548,69,0.917,0
"1",63,"M",0,"High School","Single","$60K - $80K","Blue",48,5,3,1,1856,0,1856,0.5,1805,46,0.769,0
"0",50,"F",1,"High School","Married","Less than $40K","Blue",42,6,1,2,7115,2000,5115,0.769,3584,57,0.966,0.281
"1",47,"M",4,"Graduate","Unknown","$40K - $60K","Blue",34,2,3,6,9080,2174,6906,0.653,2098,46,0.586,0.239
"1",47,"M",3,"Uneducated","Divorced","$120K +","Silver",42,2,4,5,34516,0,34516,0.521,1641,35,0.591,0
"0",55,"F",2,"College","Single","Less than $40K","Blue",36,5,2,3,5719,892,4827,0.589,3403,68,0.417,0.156
"0",40,"M",3,"Graduate","Single","$40K - $60K","Blue",32,5,1,2,2526,2303,223,0.836,3596,69,0.568,0.912
"0",52,"F",2,"High School","Single","Less than $40K","Blue",44,6,3,3,2971,0,2971,1.154,4458,63,0.615,0
"0",59,"M",2,"Graduate","Single","Less than $40K","Blue",49,6,3,2,6834,900,5934,0.605,4422,70,0.628,0.132
"0",41,"M",2,"Uneducated","Single","$80K - $120K","Blue",34,6,2,2,2196,1619,577,0.656,2040,65,0.711,0.737
"0",50,"M",4,"Graduate","Married","$40K - $60K","Blue",38,6,3,3,2845,1153,1692,0.836,3730,66,0.941,0.405
"0",49,"M",2,"High School","Single","$120K +","Blue",42,3,2,4,21144,1190,19954,0.5,4895,66,0.784,0.056
"0",45,"F",2,"Graduate","Married","Less than $40K","Blue",25,4,2,2,3518,2035,1483,0.567,4034,82,0.673,0.578
"0",43,"M",3,"Graduate","Married","$80K - $120K","Blue",33,4,1,2,3498,0,3498,1.109,2512,56,0.867,0
"0",39,"M",2,"Uneducated","Single","$40K - $60K","Blue",25,4,1,3,9121,1426,7695,0.666,4112,80,0.481,0.156
"0",36,"M",1,"Uneducated","Unknown","$120K +","Blue",23,6,3,3,20230,798,19432,0.592,4314,82,0.708,0.039
"0",47,"M",4,"Unknown","Single","$60K - $80K","Blue",36,5,3,1,9132,800,8332,0.62,3809,71,0.511,0.088
"1",46,"M",4,"Graduate","Single","$80K - $120K","Blue",36,3,1,4,1818,0,1818,0.672,2308,44,0.467,0
"0",46,"F",3,"Graduate","Married","$40K - $60K","Blue",38,4,3,3,3115,1136,1979,0.499,3704,70,0.458,0.365
"1",38,"F",1,"Unknown","Married","Less than $40K","Blue",20,2,2,3,1621,580,1041,0.421,1893,41,0.171,0.358
"0",41,"M",5,"Graduate","Single","$60K - $80K","Blue",28,5,1,4,4821,1426,3395,0.898,3571,58,0.933,0.296
"0",57,"M",2,"Graduate","Unknown","$60K - $80K","Blue",45,4,1,2,2480,1584,896,0.874,3438,66,0.784,0.639
"0",52,"M",2,"Unknown","Single","$60K - $80K","Blue",39,3,2,3,1629,978,651,0.552,3766,83,0.694,0.6
"0",44,"F",1,"Unknown","Divorced","Unknown","Blue",36,3,2,1,17116,1289,15827,0.559,3632,50,0.923,0.075
"1",53,"M",4,"Uneducated","Single","$60K - $80K","Blue",43,1,3,2,13720,0,13720,0.671,1830,36,0.241,0
"0",45,"M",3,"College","Married","$40K - $60K","Blue",39,3,2,4,7109,866,6243,0.572,4047,75,0.667,0.122
"0",46,"F",0,"Graduate","Divorced","Unknown","Blue",36,3,3,2,6853,1679,5174,0.975,3543,52,1,0.245
"0",48,"F",5,"Uneducated","Married","Less than $40K","Blue",30,3,2,3,2364,1619,745,0.585,3230,65,0.711,0.685
"0",48,"F",4,"Graduate","Married","Less than $40K","Blue",36,5,3,0,3696,0,3696,0.916,3405,76,0.727,0
"0",41,"M",4,"Unknown","Married","$80K - $120K","Blue",28,3,2,3,34516,0,34516,0.743,3811,61,0.743,0
"0",51,"F",1,"Unknown","Single","Less than $40K","Blue",42,4,3,3,3236,0,3236,0.797,3952,80,0.739,0
"0",49,"F",4,"Unknown","Single","Less than $40K","Blue",35,5,2,2,5195,0,5195,1.135,3313,69,0.769,0
"0",42,"M",2,"Graduate","Married","$80K - $120K","Blue",31,4,2,3,12386,980,11406,0.656,3274,69,0.568,0.079
"0",39,"M",4,"College","Single","$80K - $120K","Blue",31,4,3,2,32210,1115,31095,0.62,1821,53,0.514,0.035
"0",60,"M",1,"Unknown","Single","$60K - $80K","Blue",50,4,3,0,10698,1790,8908,0.981,4095,67,0.914,0.167
"0",55,"M",1,"College","Single","$80K - $120K","Blue",42,5,2,4,10696,1206,9490,0.958,2489,38,0.9,0.113
"0",36,"M",2,"Doctorate","Single","$40K - $60K","Blue",31,3,3,2,11558,0,11558,0.545,2220,53,0.828,0
"0",40,"M",3,"Uneducated","Single","$120K +","Blue",36,4,2,5,34516,1329,33187,0.574,3906,77,0.51,0.039
"0",63,"M",0,"College","Single","$80K - $120K","Blue",56,6,2,2,9033,0,9033,0.78,4456,85,0.635,0
"1",44,"F",3,"Uneducated","Married","Less than $40K","Blue",36,2,3,1,3675,2517,1158,0.766,1913,35,0.667,0.685
"0",44,"M",2,"High School","Married","$80K - $120K","Blue",38,6,3,3,9183,2191,6992,0.582,4503,69,0.643,0.239
"0",38,"M",3,"Unknown","Unknown","$80K - $120K","Blue",26,6,1,3,32866,2098,30768,0.549,3788,76,0.689,0.064
"0",35,"M",1,"Doctorate","Single","$40K - $60K","Blue",24,6,3,2,10467,1961,8506,0.713,2665,65,0.667,0.187
"0",55,"M",2,"Graduate","Single","$120K +","Blue",36,5,2,2,12856,0,12856,0.51,3364,61,0.564,0
"1",61,"F",0,"Graduate","Single","$40K - $60K","Blue",56,3,3,4,9721,0,9721,0.826,2260,46,1,0
"1",43,"F",5,"Graduate","Married","Less than $40K","Blue",39,2,3,4,3981,0,3981,0.764,2134,42,0.355,0
"0",49,"M",3,"Graduate","Married","$80K - $120K","Blue",36,6,1,3,21378,1284,20094,1.101,3526,64,0.684,0.06
"0",34,"F",2,"Unknown","Single","Less than $40K","Blue",29,3,1,0,5387,795,4592,0.837,2596,59,1.034,0.148
"0",48,"M",3,"Uneducated","Married","$40K - $60K","Blue",34,5,1,2,11191,0,11191,0.58,3914,71,0.775,0
"0",45,"M",3,"High School","Divorced","$60K - $80K","Blue",40,4,1,2,17576,0,17576,0.667,3494,67,0.718,0
"0",40,"F",3,"Unknown","Single","Less than $40K","Blue",28,3,1,4,1647,1198,449,0.76,4272,76,0.81,0.727
"0",50,"F",1,"High School","Single","Less than $40K","Blue",36,6,3,3,1560,995,565,0.615,1936,58,0.657,0.638
"0",38,"M",1,"High School","Single","$120K +","Blue",27,6,2,2,22487,889,21598,0.528,4960,73,0.46,0.04
"0",36,"M",0,"Graduate","Unknown","Less than $40K","Blue",23,5,2,4,5403,1854,3549,0.712,4382,74,0.542,0.343
"0",50,"M",2,"High School","Single","$60K - $80K","Blue",40,6,2,2,5180,1211,3969,0.809,3447,74,0.85,0.234
"1",50,"M",4,"Graduate","Single","$120K +","Silver",32,5,3,2,34516,0,34516,0.321,1480,37,0.276,0
"0",40,"F",4,"College","Married","Less than $40K","Blue",36,6,1,2,1438.3,0,1438.3,0.785,3308,54,1,0
"0",46,"F",4,"Uneducated","Married","Less than $40K","Silver",36,3,1,4,10961,1391,9570,0.662,3914,77,0.75,0.127
"0",48,"M",2,"Unknown","Unknown","$60K - $80K","Blue",44,4,3,3,8904,1886,7018,0.945,3654,65,0.757,0.212
"0",47,"M",4,"High School","Married","$40K - $60K","Blue",40,4,2,3,2498,2258,240,0.992,1839,29,0.706,0.904
"0",49,"M",2,"Graduate","Married","$40K - $60K","Blue",45,4,2,0,10541,1387,9154,0.72,4269,92,0.614,0.132
"1",38,"M",3,"College","Single","$80K - $120K","Blue",26,3,3,2,1438.3,0,1438.3,0.399,1585,32,0.455,0
"0",45,"F",3,"Graduate","Unknown","Less than $40K","Silver",36,3,2,2,14521,0,14521,0.41,4178,66,0.467,0
"0",43,"M",3,"Graduate","Single","$40K - $60K","Blue",39,5,3,5,8513,1042,7471,0.702,2015,37,0.682,0.122
"0",50,"M",1,"Uneducated","Married","$80K - $120K","Blue",39,6,3,4,14817,1463,13354,0.795,4014,70,0.628,0.099
"0",40,"M",4,"Unknown","Married","$60K - $80K","Blue",36,3,2,3,22956,1407,21549,0.709,5554,64,0.6,0.061
"0",50,"M",1,"College","Married","$80K - $120K","Blue",36,5,2,3,2418,1720,698,1.019,3896,58,0.812,0.711
"0",51,"M",1,"Uneducated","Married","$60K - $80K","Blue",44,4,2,3,4988,0,4988,0.619,3890,74,0.644,0
"0",30,"M",0,"Unknown","Single","$40K - $60K","Blue",20,3,1,3,6607,2517,4090,0.854,3046,73,0.78,0.381
"0",52,"M",3,"College","Married","$60K - $80K","Blue",48,5,1,2,1438.3,0,1438.3,0.618,3769,73,0.659,0
"1",39,"M",5,"Graduate","Single","$60K - $80K","Blue",36,1,3,3,24657,633,24024,0.358,1954,46,0.394,0.026
"1",51,"F",3,"Unknown","Single","$40K - $60K","Blue",38,3,3,3,5026,0,5026,0.564,1844,37,0.609,0
"1",45,"M",3,"Graduate","Married","$80K - $120K","Blue",40,3,3,2,3728,0,3728,0.358,1632,42,0.448,0
"0",42,"M",4,"Graduate","Single","$60K - $80K","Blue",33,5,2,0,2021,1731,290,0.986,3253,62,0.722,0.857
"0",36,"M",3,"Unknown","Single","$40K - $60K","Blue",22,3,6,3,8436,2517,5919,0.807,2627,63,1.032,0.298
